Zone,Price,Years,Rooms,Area,NumberOfElevators,floor,direction
  ونک ,4999,30,2,120,1,0,
  قیطریه ,8680,15,3,140,1,5,
  اختیاریه ,10,30,3,180,1,2,
  ظفر ,9916,0,3,134,1,2,
  ولنجک ,24970,2,3,227,0,4,
  پاسداران ,10686,1,3,137,1,5,
  جردن ,13542,8,3,183,1,1,
  ظفر ,3600,20,1,80,1,4,
  میرداماد ,6,0,2,80,1,3,
  ولنجک ,27600,5,3,230,0,5,
  دیباجی ,6950,16,2,120,1,1,
" کریمشاهیان
            ",1200,19,1,60,0,3,جنوبی
  ظفر ,7700,1,3,115,1,2,
" نبرد شمالی
            ",1880,12,2,75,0,1,جنوبی
  دیباجی ,8,15,3,165,1,2,
  تهران ,7500,3,2,120,1,1,
  قیطریه ,6200,5,2,110,1,4,
  بهار ,6300,5,3,145,1,1,جنوبی
  نیاوران ,8,15,3,140,1,4,
  فلکه اول تهرانپارس ,4100,7,2,120,1,2,جنوبی
  پاسداران ,7200,1,3,120,1,3,
  خیابان دولت ,6820,1,2,110,1,5,
  محمودیه ,10500,5,3,140,0,3,
  ظفر ,9,0,3,125,1,2,
  ظفر ,2560,10,1,65,1,4,
  ظفر ,8800,15,3,160,1,5,
  ونک ,,29,2,118,1,2,
  میرداماد ,18,0,3,200,1,4,
  قلهک ,"7,20",18,3,130,1,5,
  میرداماد ,26250,1,4,350,1,3,
  قیطریه ,10800,0,3,135,1,3,
  فرمانیه ,35960,1,4,232,1,7,
  ظفر ,7700,0,3,115,1,2,
  هروی ,7810,13,3,142,1,4,
  ظفر ,15750,0,4,210,1,3,
  اختیاریه ,4850,2,2,85,1,5,
  دبستان ,1400,25,1,46,1,2,
  اختیاریه ,4850,3,2,85,1,5,
  میرداماد ,15190,17,3,217,1,1,
  ظفر ,"6,50",0,2,110,0,,
  پاسداران ,7700,0,2,110,1,3,
  میرداماد ,17100,0,3,190,1,5,
  میرداماد ,8400,3,3,127,1,4,
  قیطریه ,5750,8,2,95,1,3,
  خیابان دولت ,10950,0,3,146,1,3,
  دبستان ,"2,16",25,1,72,1,2,
  ظفر ,5200,1,2,80,1,4,
  میرداماد ,7865,13,3,210,1,4,
  قیطریه ,6320,13,2,100,1,4,
  قیطریه ,7315,15,2,110,1,4,
  فرمانیه ,52855,1,4,341,1,7,
  جلفا تهران ,2200,8,1,63,1,5,
  پاسداران ,9,9,3,150,1,4,
  میرداماد ,11550,17,3,210,1,5,
  خیابان دولت ,4300,19,3,107,1,1,
  میرداماد ,8700,19,3,150,1,5,
  ونک ,7200,17,3,140,1,3,
  پاسداران ,8,0,2,100,1,5,
  خیابان دولت ,8,19,3,135,1,4,
  ظفر ,2100,19,1,50,1,3,
  ظفر ,6600,1,2,110,1,7,
  پاسداران ,7770,7,2,108,1,3,
  ظفر ,7950,5,2,117,1,4,
  خیابان دولت ,7,5,2,100,1,5,
  خیابان دولت ,8,5,2,100,1,2,
  پاسداران ,9600,12,2,120,1,2,
  اختیاریه ,5673,12,2,93,1,1,
  پاسداران ,5,16,2,95,1,5,
  معلم رشت ,"1,56",17,2,96,1,4,
  میرداماد ,12200,1,3,155,1,3,
  جلفا تهران ,6396,6,3,123,1,4,
  گلسار ,3,9,3,120,1,1,
  قیطریه ,7900,0,2,110,1,4,
  خیابان دولت ,6600,14,2,105,1,4,
  جردن ,7500,2,2,105,1,4,
  قیطریه ,3500,7,2,70,1,2,
  قیطریه ,8964,0,2,108,1,2,
  مهران ,5800,10,3,114,1,1,
  خیابان دولت ,6820,1,2,110,1,5,
  قیطریه ,12330,0,3,137,1,5,
  ظفر ,13360,0,3,169,1,5,
  قلهک ,8270,9,2,110,1,4,
 قلی پور رشت ,1610,0,2,115,1,1,
  هروی ,4420,9,2,85,1,1,
  ظفر ,2100,7,1,45,1,1,
  قیطریه ,12600,0,2,105,1,5,
  منظریه ,1386,12,2,126,1,3,
  الهیه ,11,19,3,170,1,1,
  قیطریه ,16700,37,3,257,1,3,
  هروی ,5710,10,2,102,1,3,
  قیطریه ,7865,30,3,143,1,4,
  قیطریه ,6105,7,2,110,1,3,
  قیطریه ,,12,2,78,1,5,
  دیباجی ,5,15,2,90,1,4,
  تهرانپارس شرقی ,4500,7,3,140,1,2,جنوبی
  ظفر ,"11,25",1,3,150,1,5,
  دیباجی ,5555,15,2,101,1,3,
  ظفر ,3500,12,2,90,1,1,
  خیابان دولت ,4850,2,2,85,1,5,
  خیابان دولت ,4300,19,3,107,1,1,
  سعدی رشت ,900,15,2,85,1,2,
  دیباجی ,4800,11,2,90,1,4,
  میرداماد ,6,1,2,80,1,3,
  ونک ,4300,30,2,122,1,4,
  میرداماد ,6500,0,2,93,1,1,
  ظفر ,9,1,3,125,1,1,
  میرداماد ,5460,14,2,105,1,6,
  قیطریه ,10100,1,3,122,1,2,
  میرداماد ,18,1,3,200,1,4,
  اختیاریه ,7200,8,3,170,1,3,
  میرداماد ,8700,18,3,150,1,5,
  اقدسیه ,3780,7,2,70,1,1,
  ظفر ,11250,1,3,150,1,2,
" نبرد شمالی
            ",1400,9,1,52,0,2,جنوبی
  قیطریه ,9620,12,3,148,1,2,
  ظفر ,9950,15,4,240,1,5,
  مجیدیه ,1700,15,1,65,1,2,
  میرداماد ,9225,0,2,123,1,2,
  اختیاریه ,8580,4,2,110,1,2,
  گلسار ,6,10,1,71,1,2,
  گلسار ,600,19,2,63,1,3,
  میرداماد ,9,1,2,123,1,2,
  ظفر ,5985,1,2,105,1,7,
  درختی ,5650,25,2,125,0,2,جنوبی
  درختی ,7500,6,2,115,2,7,جنوبی
  هروی ,3150,9,2,70,1,2,
  دروس ,14,10,3,190,1,4,
  از برج کامرانیه شمالی ,60,1,4,400,2,10,دارد
  اختیاریه ,5673,12,2,93,1,1,
  خیابان دولت ,5100,15,2,90,1,4,
  از برج جمشیدیه ,45,1,3,300,2,6,دارد
  نیاوران ,21320,0,3,164,2,1,جنوبی، غربی
  اختیاریه ,10764,0,3,138,1,5,
  ونک ,7400,16,2,128,1,8,
  صاحبقرانیه ,80,1,4,400,2,10,دارد
  از برج زعفرانیه ,80,1,5,560,2,10,دارد
  قلهک ,3500,22,2,92,1,3,
  ونک ,5400,30,2,103,1,3,
  قیطریه ,11645,0,3,137,1,4,جنوبی
  سهیل ,13500,1,2,133,1,3,شمالی، جنوبی
  خیابان دولت ,12,18,3,180,1,5,
  ونک ,11500,3,3,145,1,5,
  پاسداران ,10500,5,3,150,1,4,
  نیاوران ,8400,5,2,120,1,2,جنوبی
  فرمانیه ,40,0,3,350,2,8,شمالی
  اختیاریه ,4300,12,1,76,1,4,
 ,106,0,5,625,2,6,جنوبی
  خیابان دولت ,7360,15,3,140,1,4,
  فرمانیه ,7685,1,3,145,1,4,جنوبی
  پاسداران ,11100,1,3,150,1,4,
 مدرن کامرانیه شمالی ,84,0,4,420,2,7,جنوبی
  خیابان دولت ,12,5,3,170,1,3,
  نیاوران ,11100,12,3,150,2,3,شمالی، جنوبی
  هروی ,7100,16,3,145,1,3,
  اختیاریه ,6,2,2,85,1,3,
  هروی ,3528,22,2,72,1,1,
  پاسداران ,9,3,3,130,1,4,
  ظفر ,3400,30,2,77,1,2,
  جلفا تهران ,3100,19,2,90,1,1,
  هروی ,8568,0,2,125,1,1,
  هروی ,8525,8,3,155,1,4,
  صاحبقرانیه ,104,1,4,400,2,11,-
  جلفا تهران ,5700,11,3,114,1,1,
  دروس ,15800,10,3,158,1,3,
  زعفرانیه ,29400,0,3,245,0,5,
  هروی ,6900,14,2,135,1,3,
  هروی ,4875,17,2,100,1,5,
  هروی ,7150,0,2,110,1,5,
  هروی ,5304,12,2,102,1,2,
  خیابان دولت ,8400,1,2,120,1,2,
 چهارراه حشمت ,830,14,2,95,1,2,
  پاسداران ,34700,0,3,267,1,5,
  هروی ,6555,1,3,115,1,4,
 مطهری رشت ,650,5,2,63,1,4,
  هروی ,9200,1,3,160,1,1,
  نیاوران ,20300,0,3,145,2,4,جنوبی
  دروس ,20480,0,4,256,1,2,
  قیطریه ,11625,3,3,155,1,3,
  هروی ,5700,9,2,140,1,4,
  جردن ,6500,12,3,115,1,5,
  قیطریه ,6500,13,2,105,1,4,
  خیابان دولت ,10,1,2,125,1,4,
  قیطریه ,13,4,3,163,1,3,
 طالقانی رشت ,900,15,2,85,1,2,
  خیابان دولت ,"11,25",3,3,147,1,3,
  ظفر ,5800,25,3,130,1,2,
  پاسداران ,,3,3,160,1,1,
  خیابان دولت ,12450,1,3,150,1,1,
  دیباجی ,6912,6,2,108,1,4,
  خیابان دولت ,9400,4,2,120,1,1,
  جردن ,7800,1,2,120,1,2,
  جردن ,15,1,2,160,1,1,
  ظفر ,6600,25,3,125,1,5,
  پاسداران ,3449,8,1,55,1,5,
  پاسداران ,4500,17,2,95,1,3,
  پاسداران ,4230,18,2,94,1,4,
 ,120,0,0,6000,3,10,دارد
  هروی ,6750,1,3,150,1,6,
  پاسداران ,16500,10,4,240,1,5,
  خیابان قیطریه ,12,8,3,190,1,2,جنوبی
  اختیاریه ,6500,13,2,100,1,4,
  فرمانیه شرقی ,9500,8,3,147,1,4,شمالی
  قیطریه ,8600,14,3,140,1,5,
  سعدی رشت ,1620,4,2,109,1,2,
  پاسداران ,5775,3,3,77,1,3,
  هروی ,6600,18,3,130,1,5,
  هروی ,7400,22,3,145,1,3,
  پاسداران ,9600,5,2,120,1,4,
  قلهک ,"4,60",1,1,60,1,5,
 ارشاد ,580,0,2,75,1,2,
  هروی ,7300,18,3,145,1,5,
  پاسداران ,5330,2,2,82,1,1,
  قیطریه ,7500,4,2,100,1,1,
  قیطریه ,8600,5,2,111,1,1,
  پاسداران ,"8,50",9,2,115,1,1,
  میرداماد ,7700,3,2,110,1,4,
  پاسداران ,5775,0,2,77,1,9,
  معلم رشت ,1568,4,2,112,1,5,
  شمس آباد ,4255,10,3,115,1,2,
  ظفر ,"6,50",1,2,110,1,1,
  هروی ,8680,1,3,140,1,4,
  ظفر ,11250,1,3,150,1,2,
  زعفرانیه ,24,0,3,210,0,,
  دیباجی ,8100,0,2,115,1,5,
  ولنجک ,22,0,3,200,0,,
  میرداماد ,8700,18,3,150,1,5,
  میرداماد ,7,4,2,105,1,5,
  جلفا تهران ,6700,1,3,120,1,3,
  میرداماد ,26250,1,4,350,1,3,
  اختیاریه ,8300,5,2,130,1,3,
  فرمانیه ,16,4,3,200,1,3,
  خیابان دولت ,4850,10,2,85,1,3,
  پاسداران ,6596,5,2,97,1,6,
  میرداماد ,11600,18,3,210,1,5,
  ظفر ,5900,30,3,131,1,2,
  اختیاریه ,8,4,3,1501,1,1,
  میرداماد ,7100,0,2,100,1,1,
  پاسداران ,6999,0,2,90,1,5,
  میرداماد ,4760,0,2,70,1,2,
  پاسداران ,6900,0,2,115,1,2,
  اختیاریه ,5360,1,2,80,1,1,
  نیاوران ,17,0,3,170,1,2,شمالی
  قلهک ,6450,1,2,86,1,5,
  اختیاریه ,4220,4,1,65,1,1,
  الهیه ,14,2,2,120,0,,
  دیباجی ,5500,9,2,90,1,1,
  خیابان دولت ,6450,4,2,110,1,4,
  از برج فرمانیه ,17520,4,2,146,2,1,-
  فرشته ,24150,0,3,210,0,,
  قیطریه ,8500,12,2,140,1,5,
  قیطریه ,9700,0,3,158,1,3,
  تهرانپارس شرقی ,4100,8,2,128,1,3,جنوبی
  زعفرانیه ,46800,0,4,360,0,10,
  فرمانیه ,44,0,4,440,2,8,شمالی
  دیباجی ,7,15,2,120,1,1,
  هروی ,4100,9,2,90,1,5,
  قلهک ,6292,18,2,121,1,2,
  دیباجی ,3300,20,1,65,1,4,
  پاسداران ,23,0,3,168,1,4,
  پاسداران ,8125,0,2,125,1,1,
  زعفرانیه ,24,0,3,200,0,1,
  میرداماد ,8950,1,2,122,1,2,
  قیطریه ,9768,12,3,148,1,2,
"50)
            ",7200,2,3,145,1,4,جنوبی
  دروس ,6800,15,3,135,1,1,
  دروس ,10900,6,3,180,1,1,
  هروی ,6700,7,3,120,1,4,
  میرداماد ,6,1,2,80,1,4,
  ظفر ,3600,12,2,90,1,1,
  پاسداران ,"6,45",4,2,90,1,1,
  میرداماد ,18,0,3,200,1,4,
  پاسداران ,6700,1,2,100,1,4,
  دروس ,6365,1,2,95,1,3,
  اختیاریه ,,12,1,75,1,4,
  جردن ,10700,0,2,120,1,2,
  دروس ,6500,1,2,100,1,3,
  قیطریه ,10100,1,3,122,1,2,
  ظفر ,7205,0,2,110,1,4,
  دروس ,16,10,3,160,1,3,
  قلهک ,3,5,1,50,1,1,
  جردن ,7800,1,2,120,1,2,
  ظفر ,7700,0,3,115,1,2,
  فرمانیه ,14,0,3,210,1,7,
  قیطریه ,10850,3,3,155,1,3,
  خیابان دولت ,3780,7,2,70,1,1,
  پاسداران ,7800,15,3,135,1,3,
  قیطریه ,3600,4,1,45,1,3,
  میرداماد ,5395,28,4,130,1,3,
  ظفر ,5850,0,2,90,1,2,
  ظفر ,5850,0,2,90,1,2,
  قیطریه ,5300,6,2,92,1,5,
  جردن ,7500,2,2,107,1,4,
  پاسداران ,4512,17,2,95,1,3,
  اختیاریه ,10500,5,3,150,1,3,
  پاسداران ,"8,50",9,2,115,1,1,
  تهرانپارس غربی ,9600,0,3,202,1,1,شمالی
  پاسداران ,8475,2,2,113,1,7,
 فرهنگیان رشت ,800,0,2,100,1,1,
  فرهنگیان رشت ,745,0,2,100,1,1,
  پاسداران ,9765,18,3,155,1,6,
  قیطریه ,6750,12,2,135,1,2,
  ظفر ,2500,9,1,70,1,1,
  تهرانپارس شرقی ,4100,8,3,128,1,3,جنوبی
  اختیاریه ,5440,1,1,85,1,2,
  تهرانپارس شرقی ,4500,7,3,140,1,2,جنوبی
  قیطریه ,3,25,1,71,1,3,
  جردن ,6,15,2,100,1,1,
  پاسداران ,4940,7,1,95,1,0,
  ظفر ,5900,30,3,130,1,2,
  گلسار ,430,5,1,55,1,1,
  هروی ,8250,2,2,125,1,2,
  تختی,850,20,2,85,1,2,
  هروی ,4600,2,2,96,1,4,
  میرداماد ,10800,1,3,135,1,4,
  پاسداران ,8580,0,3,135,1,1,
  ظفر ,6100,30,3,144,1,1,
  ظفر ,7700,8,3,131,1,1,
  قیطریه ,6700,10,3,125,1,3,
  اختیاریه ,15200,2,4,190,1,3,
  هروی ,15375,0,3,205,1,3,
  ظفر ,11250,1,3,150,1,2,
  دیباجی ,6700,10,2,90,1,3,
  میرداماد ,11550,18,3,210,1,5,
  اختیاریه ,9600,3,2,120,1,1,
  جردن ,7500,0,2,105,1,4,
  میرداماد ,9,1,3,125,1,1,
  میرداماد ,26250,1,4,350,1,4,
  اختیاریه ,5,23,2,110,1,3,
  میرداماد ,9780,17,3,163,1,1,
  فرمانیه ,5800,0,2,100,1,2,
  اختیاریه ,2400,25,2,65,1,4,
  ظفر ,2450,10,1,70,1,1,
  فرمانیه ,9900,12,3,170,1,4,
  میرداماد ,6200,1,2,90,1,3,
  فرمانیه ,4100,15,2,75,1,2,
  میرداماد ,9375,1,3,125,1,3,
  فرمانیه ,7600,15,2,138,1,4,
  ظفر ,3500,10,2,85,1,1,
  زعفرانیه ,5600,30,2,80,1,12,
  دبستان ,2900,20,2,100,1,3,
  هروی ,11100,1,3,150,1,4,
  قیطریه ,8640,40,3,120,1,3,
  آجودانیه ,8200,8,2,120,1,4,
  فرمانیه ,9610,15,3,155,1,3,
  قیطریه ,4800,26,2,90,1,2,
  پاسداران ,6136,6,2,104,1,3,
  نیاوران ,11,20,3,231,1,1,
  اختیاریه ,7200,0,2,100,1,5,
  قیطریه ,14620,0,3,170,1,3,
  از برج کامرانیه شمالی ,60,1,4,400,4,15,دارد
  از برج یاسر ,60,1,4,400,2,10,دارد
  ظفر ,5200,1,2,80,1,7,
  میرداماد ,8850,1,3,130,1,1,
  ظفر ,3750,1,1,55,1,4,
  فرمانیه ,6700,2,3,135,1,2,
  میرداماد ,5800,17,3,150,1,5,
  خیابان دولت ,7100,8,3,169,1,3,
  ظفر ,6,1,2,110,1,7,
  ظفر ,9720,3,3,135,1,6,
  میرداماد ,11305,0,3,133,1,6,
  میرداماد ,10200,1,3,137,1,5,
  میرداماد ,12200,1,3,155,1,3,
  میرداماد ,7,16,2,125,1,2,
  قیطریه ,6600,15,2,110,1,5,
  میرداماد ,5950,1,2,75,1,3,
  ظفر ,6270,0,2,110,1,7,
  میرداماد ,9,15,3,155,1,5,
  ظفر ,2100,7,1,45,1,1,
  معلم سرگل رشت ,1200,15,2,95,1,3,
  مهران ,6300,1,2,105,1,4,
  ظفر ,5985,1,2,105,1,7,
  مهران ,8700,0,3,145,1,4,
  میرداماد ,5800,1,1,70,1,2,
  دیباجی ,8400,15,3,165,1,2,
  میرداماد ,9225,0,2,123,1,2,
  اختیاریه ,5500,15,2,101,1,1,
  قیطریه ,12400,2,3,155,1,5,
  میرداماد ,9780,17,3,163,1,1,
  فرمانیه ,8400,2,2,120,1,4,شمالی
  میرداماد ,13500,0,3,170,1,4,
  میرداماد ,3900,23,1,88,1,0,
  دروس ,20,7,3,290,1,2,
  فاز ۲ نوبنیاد ,3,5,3,125,1,3,
  دروس ,29,5,4,265,1,1,
  قلهک ,6800,15,3,135,1,1,
  میرداماد ,6,0,2,80,1,4,
  میرداماد ,2600,20,2,80,1,1,
  میرداماد ,9450,0,3,135,1,2,
  دروس ,20,7,3,290,1,2,
  هروی ,5100,16,3,120,1,4,
  تهرانپارس ,3500,0,2,100,1,12345,غربی
  شاهد ,1800,5,1,60,1,5,شمالی، شرقی
  ولنجک ,27600,0,3,230,0,4,
  تهرانپارس غربی ,9500,0,3,202,1,1,شمالی
  تهرانپارس شرقی ,4150,8,3,128,1,3,جنوبی
  تهرانپارس شرقی ,4400,7,3,140,1,2,جنوبی
 ۱۲ ماه تحویل ,35,0,3,270,2,2,شمالی، شرقی
  هروی ,7260,0,2,110,1,6,
  میرداماد ,11550,11,3,210,1,5,
  پاسداران ,12,10,3,190,1,2,
  قلهک ,8190,7,3,140,1,1,
  خیابان دولت ,10,10,3,150,1,1,
  اختیاریه ,12750,2,3,150,1,3,
  محمودیه ,,2,4,250,3,5,
  خیابان دولت ,7800,5,2,120,1,1,
  فرمانیه ,9250,7,3,157,1,5,غربی
  اختیاریه ,4500,3,2,75,1,3,
  هروی ,3956,6,2,86,1,0,
  قیطریه ,7800,1,2,77,1,5,
  ظفر ,11,30,3,155,1,2,
  نیاوران ,"14,25",0,2,165,1,2,شمالی
  دروس ,10500,9,3,145,1,2,
  پاسداران ,9750,4,2,125,1,5,
  دزاشیب ,6900,11,2,135,1,1,
  نیاوران ,11340,4,3,162,1,4,جنوبی
  دیباجی ,9100,0,2,130,1,4,
  نیاوران ,15600,3,2,156,1,1,شمالی
  خیابان دولت ,10400,1,3,130,1,4,
  خیابان دولت ,9300,1,2,124,1,3,
  جردن ,6200,15,2,100,1,1,
  اختیاریه ,8150,19,3,165,1,4,
  جردن ,7500,0,2,105,1,4,
  دروس ,6,20,3,121,1,4,
  پاسداران ,6,15,2,97,1,4,
  قیطریه ,6363,15,2,100,1,4,
  نیاوران ,5460,0,3,130,1,2,شمالی
  هروی ,9750,15,3,195,1,4,
  اختیاریه ,5700,20,4,145,1,4,
  اختیاریه ,5,20,2,110,1,3,
  قیطریه ,3850,2,1,50,1,3,
  دروس ,3,5,1,50,1,1,
  اختیاریه ,6,15,2,120,1,2,
  قیطریه ,"10,10",2,2,140,1,7,
  ظفر ,10500,0,3,150,1,5,
  قیطریه ,12500,1,3,148,1,2,
  جردن ,6500,12,3,115,1,5,
  اختیاریه ,7600,7,3,169,1,3,
  میرداماد ,9225,0,2,123,1,2,
  ظفر ,9648,0,3,139,1,3,
  ولنجک ,15725,9,3,185,0,4,
  جردن ,10200,0,2,120,1,2,
  ظفر ,7980,5,2,117,1,4,
  زعفرانیه ,24,2,3,235,0,,
  جردن ,4600,30,2,110,1,1,
  نیاوران ,8450,1,3,130,1,,شمالی
  میرداماد ,8700,3,3,130,1,5,
  نیاوران ,5700,28,2,114,0,1,
  ظفر ,7900,0,3,115,1,2,
  ظفر ,2100,17,1,50,1,3,
  خیابان دولت ,5200,18,2,90,1,1,
  اختیاریه ,10,25,2,115,1,1,
  شهر آفتاب ,3362,4,2,83,1,4,
  پاسداران ,8,9,2,115,1,1,
  پاسداران ,7,13,2,140,1,3,
  میرداماد ,12400,0,3,170,1,2,
  نیاوران ,8400,1,2,120,1,2,
  ظفر ,9700,0,3,150,1,3,
  قبا ,8176,15,3,146,1,2,
  هروی ,5100,16,3,130,1,4,
  میرداماد ,9900,0,2,133,1,1,
  قیطریه ,10580,6,3,147,1,5,
  ظفر ,5200,1,2,80,1,4,
  پاسداران ,9800,0,2,140,1,5,
  مهران ,5780,1,2,98,1,2,
  هروی ,2300,27,1,62,1,2,
" نبرد شمالی
            ",2700,0,2,85,1,3,شمالی
" نبرد شمالی
            ",1400,18,2,67,0,4,شمالی
" خیابان دوم نیروی هوایی
            ",4200,3,2,105,1,3,شمالی
" سرگرد محبی
            ",3795,1,2,115,1,3,غربی
" افراسیابی جنوبی
            ",2650,0,2,89,1,5,شمالی
" افراسیابی جنوبی
            ",2700,0,2,90,1,5,شمالی
  میرداماد ,10725,5,3,143,1,1,
  ظفر ,6215,5,2,113,1,4,
  دروس ,6157,0,2,95,1,3,
  فرمانیه ,6600,14,2,100,1,4,
  ظفر ,3960,20,1,90,1,0,
  زعفرانیه ,9700,12,3,150,1,4,
  نیاوران ,10350,1,2,115,1,,شمالی
  قیطریه ,6,12,2,120,1,3,
  منظریه ,10902,1,3,138,1,4,جنوبی، غربی
  قیطریه ,10,14,3,157,1,3,
  نیاوران ,8800,14,3,150,1,3,
  نیاوران ,8500,14,3,145,1,1,
  بوکان ,12,25,3,140,1,3,
  اختیاریه ,6400,16,3,145,1,2,
  جردن ,6200,18,2,100,1,4,
  قیطریه ,8650,6,2,111,1,1,
  پاسداران ,2400,23,2,78,1,2,
  پاسداران ,8,0,2,115,1,4,
  پاسداران ,4230,18,2,94,1,2,
"  قیطریه
            ",10,1,2,125,1,4,
  اندرزگو ,35200,0,3,220,2,3,شمالی، شرقی
  اختیاریه ,6625,15,3,125,1,5,
  پاسداران ,5850,0,2,90,1,4,
  قیطریه ,18,1,3,240,1,4,
  دزاشیب ,6750,9,2,135,1,2,شمالی
  اقدسیه ,13,1,2,130,1,2,شمالی
  اختیاریه ,4300,12,1,67,1,4,
  قیطریه ,4514,5,2,74,1,5,
  قیطریه ,7,19,3,147,1,3,
  اقدسیه ,"8,4",10,3,138,1,3,شمالی
  پاسداران ,6596,5,2,97,1,6,
"  قیطریه
            ",12642,1,3,130,1,4,شمالی
  اقدسیه ,6500,8,2,130,1,3,شمالی
  هروی ,5250,7,2,65,1,3,
  خیابان دولت ,4,19,2,88,1,2,
  دروس ,"6,30",1,20,90,1,5,
  دروس ,10,12,3,155,1,3,
  هروی ,3900,16,2,100,1,5,
  اختیاریه ,8200,4,2,120,1,1,
  خیابان دولت ,8,4,3,121,1,3,
  میرداماد ,7,0,2,100,1,1,
  پاسداران ,7,8,2,92,1,1,
  قیطریه ,12400,3,3,155,1,5,
  قلهک ,6800,15,3,135,1,1,
  پاسداران ,"6,50",5,2,110,1,5,
  دزاشیب ,8200,5,2,120,1,3,
  اختیاریه ,9425,15,3,145,1,2,
  شریعتی ,5400,5,2,90,1,6,
  دزاشیب ,10500,3,2,105,1,5,
  ظفر ,6500,1,2,90,1,2,
  زعفرانیه ,18700,4,3,170,0,3,
  دیباجی ,9,0,2,130,1,3,جنوبی
  پاسداران ,6600,0,1,120,1,5,
  زعفرانیه ,16400,5,3,170,0,1,
  میرداماد ,6,0,2,80,1,3,
  فرمانیه ,5300,1,2,78,1,3,
  اختیاریه ,10900,6,3,180,1,1,
  دروس ,40500,3,4,270,1,3,
  قیطریه ,6900,2,2,100,1,3,
  ظفر ,9690,20,3,170,1,5,
  زعفرانیه ,30,0,3,250,0,8,
  پاسداران ,12,12,3,190,1,2,
" کامرانیه شمالی
            ",27,0,3,200,1,1,جنوبی
  دروس ,7,15,2,110,1,1,
  ظفر ,6300,0,2,110,1,7,
  میرداماد ,13,0,3,170,1,3,
  ولنجک ,10,9,3,195,0,3,
  میرداماد ,26250,1,4,350,1,3,
  میرداماد ,9900,1,2,132,1,1,
  ظفر ,9,0,3,125,1,1,
  دروس ,11600,10,2,167,1,3,
  فرشته ,36,1,4,300,0,,
  میرداماد ,5460,14,2,105,1,6,
  میرداماد ,6700,15,3,139,1,3,
  قلهک ,"4,60",0,1,60,1,5,
  قلهک ,9500,15,3,160,1,6,
  زعفرانیه ,29700,0,3,270,0,3,
  ظفر ,3600,13,2,90,1,1,
  پاسداران ,9828,18,3,156,1,6,
  پاسداران ,2970,19,1,90,1,0,
  ظفر ,11250,1,3,150,1,2,
  دروس ,15750,6,3,175,1,1,
  میرداماد ,11600,40,3,210,1,1,
  دروس ,4312,22,2,88,1,1,
  زعفرانیه ,33600,3,4,280,0,4,
  گلسار ,976500,19,2,63,1,4,
  جردن ,7750,1,2,105,1,4,
  میرداماد ,9200,0,2,115,1,4,
  مرکز اصلی شهر,4200,0,3,220,1,1,
  میرداماد ,8700,18,3,150,1,5,
  میرداماد ,5920,1,2,76,1,3,
  زعفرانیه ,16,13,4,195,0,1,
  دروس ,14850,0,3,165,1,5,
  فلکه گاز,1350,10,3,116,1,2,
  ظفر ,2100,7,1,45,1,1,
  قیطریه ,6,15,2,88,1,2,
  ظفر ,2100,7,1,45,1,1,
  زعفرانیه ,20130,1,3,183,0,4,
  فرمانیه ,17,3,3,170,1,6,
  ظفر ,2300,9,1,70,1,1,
  زعفرانیه ,17825,1,3,155,0,6,
  ظفر ,8450,5,2,130,1,2,
  اختیاریه ,4125,3,1,75,1,2,
  هروی ,7150,8,3,145,1,5,
  دیباجی ,8300,0,2,115,1,5,
  میرداماد ,5800,1,1,70,1,2,
  جردن ,6200,0,2,100,1,4,
  پاسداران ,9840,2,2,125,1,2,
  ظفر ,7700,1,3,115,1,2,
  خیابان دولت ,6820,1,2,110,1,5,
  قلهک ,6900,1,2,115,1,1,
  پاسداران ,8300,3,3,83,1,2,
  پاسداران ,17100,0,3,180,1,1,
  پاسداران ,9800,0,2,140,1,2,
  پاسداران ,8645,0,3,133,1,2,
  اختیاریه ,4850,2,2,85,1,5,
  گلسار ,1400,15,2,71,1,2,
  گلسار ,1100,15,2,15,1,2,
  فرمانیه ,17550,2,3,195,1,9,
  پاسداران ,11440,17,3,176,1,2,
  میرداماد ,11571,0,3,133,1,6,
  گلسار ,3450,7,3,260,1,4,
  دروس ,5500,6,2,95,1,2,
  پاسداران ,9840,3,1,82,1,1,
  ظفر ,9690,20,3,170,1,5,
  زعفرانیه ,16500,14,3,194,0,2,
  ظفر ,5200,1,2,80,1,4,
  مهران ,2820,9,1,57,1,3,
  محمودیه ,19950,6,3,190,0,3,
  الهیه ,11,19,3,170,1,1,
  سهیل ,10245,0,3,122,1,1,شمالی
  ولنجک ,36,0,3,300,0,7,
  پاسداران ,10686,0,3,137,1,5,
  فرمانیه ,12600,0,2,120,1,2,شمالی
  خیابان دولت ,4300,19,3,107,1,1,
  فرمانیه ,24150,0,3,230,1,2,شمالی
  نیاوران ,13,0,2,130,1,2,شمالی
  کامرانیه شمالی ,14960,2,3,136,1,4,شمالی
  قیطریه ,5690,6,2,95,1,3,
  فرشته ,32500,3,3,260,0,7,
" نبرد شمالی
            ",1305,4,1,50,1,4,جنوبی
" خیابان ششم نیروی هوایی
            ",1700,16,1,60,0,3,جنوبی
" نبرد شمالی
            ",1300,0,1,44,1,,
  قلهک ,"4,70",2,1,60,1,5,
  میرداماد ,6875,27,3,125,1,5,
  ظفر ,6300,10,2,115,1,4,
